model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_3.model,Görevli memura karşı koyan kişi cezalandırılır.,Görev sırasında yetkisini aşan asker cezalandırılır.,0.99904144
lemmatized_model_3.model,Görevli memura karşı koyan kişi cezalandırılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.99898845
lemmatized_model_3.model,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,Cinayete azmettiren cezalandırılır.,0.99928963
lemmatized_model_3.model,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9989103
lemmatized_model_3.model,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.99863565
lemmatized_model_3.model,Fuhuşa teşvik ve aracılık suçu tanımlanır.,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,0.9981647
lemmatized_model_3.model,Fuhuşa teşvik ve aracılık suçu tanımlanır.,İhaleye fesat karıştırmak suçu açıkça tanımlanır.,0.99810994
lemmatized_model_3.model,Fuhuşa teşvik ve aracılık suçu tanımlanır.,Aile içi kötü muamele suçu tanımlanır.,0.99796283
lemmatized_model_3.model,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.99820614
lemmatized_model_3.model,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,Rüşvet alma veya verme fiilinde bulunan kişiler hapis cezası ile cezalandırılır.,0.9980448
lemmatized_model_3.model,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9979935
lemmatized_model_3.model,Yaralamanın ölüme neden olması durumunda ceza artırılır.,Neticesi sebebiyle ağırlaşmış yaralama suçu tanımlanır.,0.997732
lemmatized_model_3.model,Yaralamanın ölüme neden olması durumunda ceza artırılır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.9972679
lemmatized_model_3.model,Yaralamanın ölüme neden olması durumunda ceza artırılır.,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,0.9965982
lemmatized_model_3.model,Görevi sırasında rüşvet alan zabıta cezalandırılır.,Görev sırasında yetkisini aşan asker cezalandırılır.,0.9995318
lemmatized_model_3.model,Görevi sırasında rüşvet alan zabıta cezalandırılır.,Görevle ilgili sırrı açıklayan memur cezalandırılır.,0.9991543
lemmatized_model_3.model,Görevi sırasında rüşvet alan zabıta cezalandırılır.,Görevli memura karşı koyan kişi cezalandırılır.,0.9989642
lemmatized_model_3.model,Rüşvet suçu görevde olan herkes için geçerlidir.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.9979243
lemmatized_model_3.model,Rüşvet suçu görevde olan herkes için geçerlidir.,Kamu hizmetini engelleyen fiil suç sayılır.,0.9979237
lemmatized_model_3.model,Rüşvet suçu görevde olan herkes için geçerlidir.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.9978925
